id;documento
11;Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo. Segundo uma porta-voz da ONU, o avião, de fabricação russa, estava tentando aterrissar no aeroporto de Bukavu em meio a uma tempestade. A aeronave se chocou com uma montanha e caiu, em chamas, sobre uma floresta a 15 quilômetros de distância da pista do aeroporto. Acidentes aéreos são freqüentes no Congo, onde 51 companhias privadas operam com aviões antigos principalmente fabricados na antiga União Soviética. O avião acidentado, operado pela Air Traset, levava 14 passageiros e três tripulantes. Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu, numa distância de 130 quilômetros. Aviões são usados extensivamente para transporte na República Democrática do Congo, um vasto país no qual há poucas estradas pavimentadas. Em março, a União Européia proibiu quase todas as companhias aéreas do Congo de operar na Europa. Apenas uma manteve a permissão. Em junho, a Associação Internacional de Transporte Aéreo incluiu o Congo num grupo de vários países africanos que classificou como uma vergonha para o setor.
12;"O presidente da Câmara, Arlindo Chinaglia (PT-SP), marcou para hoje a votação da PEC (Proposta de Emenda Constitucional) que prorroga a cobrança da CPMF (Contribuição Provisória sobre Movimentação Financeira) até 2011 e mantém a alíquota de 0,38%. A discussão sobre a proposta já foi aberta e a intenção do governo é votar a prorrogação da cobrança do chamado imposto do cheque ainda hoje. No entanto, deputados de oposição tentam obstruir a votação para adiar a aprovação da prorrogação da PEC da CPMF. O PSDB e o DEM, por exemplo, já apresentaram requerimentos pedindo o adiamento da discussão sobre a proposta de prorrogação da CPMF por dez e nove sessões, respectivamente. Mas o primeiro vice-presidente da Câmara, deputado Narcio Rodrigues (PSDB-MG), informou aos dois partidos que há previsão regimental para esses pedidos. A votação, para valer, deve ser iniciada somente a partir das 16h desta quarta-feira. Como o governo tem maioria na Câmara, a expectativa é que a PEC da CMPF seja votada ainda hoje. O PT e PMDB têm, juntos, 174 deputados. O PR e o PP --que também integram a base de apoio-- também têm mais 81 deputados. O PSDB e o DEM --partidos de oposição-- somam 117 parlamentares na Câmara. O Planalto trabalha para aprovar a PEC sem alterações. Mantida a alíquota de 0,38%, a cobrança da CPMF deve render aos cofres públicos cerca de R$ 39 bilhões no próximo ano. Para ser aprovada, a PEC da CPMF precisa ser votada em dois turnos da Câmara. Em cada um dos turnos, precisa de 308 votos favoráveis. O intervalo entre a primeira e a segunda votação é de cinco sessões. Da Câmara, a PEC segue para o Senado --onde também precisa ser aprovada em dois turnos. Para limpar a pauta da Câmara e garantir a votação da PEC da CPMF, o governo decidiu revogar três das quatro MPs (medidas provisórias) que estavam com o prazo de aprovação vencido. A quarta MP foi aprovada nesta madrugada e prevê a concessão de mais R$ 6 bilhões para vários órgãos do Executivo --para ações do PAC (Programa de Aceleração do Crescimento). Foram revogadas as MPs que concediam descontos em impostos, como PIS/Pasep e Cofins, para os setores calçadista e moveleiro/ a que altera o registro, a posse e a comercialização de armas, e a que define a cobrança de um tributo para os comerciantes que compram e vendem mercadorias oriundas do Paraguai. Reportagem de hoje da Folha informa que a revogação da medida provisória que estendeu até dezembro o prazo para regularização do registro das armas de fogo coloca na ""ilegalidade"" 14 milhões delas, segundo o deputado Pompeo de Mattos (PDT-RS) --relator do projeto que transformaria em lei a Medida Provisória do Estatuto do Desarmamento."
13;A pista principal do Aeroporto Internacional de São Paulo (Cumbica), em Guarulhos, será totalmente reformada em março de 2008, segundo informações do Ministério da Defesa anunciadas nesta segunda-feira, 6. Com isso, a reforma emergencial, que começaria em breve, foi descartada. O ministro da Defesa, Nelson Jobim, anunciou a reforma que, segundo estudos da Empresa Brasileira de Infra-Estrutura Aeroportuária (Infraero), a reforma poderá ser feita sem que a pista seja interditada. Apesar da definição, o cronograma da obra não foi divulgado. De acordo com informações da Defesa, a primeira etapa da reforma será feita com a reforma de um terço da pista, em uma das cabeceiras. Com isso, as outras duas partes ficam disponíveis para pousos e decolagens. Na segunda parte, a outra cabeceira será reformada e, na terceira etapa, o centro da pista será reformado. Na terceira parte da reforma, parte dos vôos de Cumbica serão transferidos para o Aeroporto de Viracopos, em Campinas.
14;Aeroporto de Congonhas continuava fechado para pousos na manhã desta terça-feira, 24, por conta do nevoeiro que cobria a região sul de São Paulo, e metade dos vôos programados entre 6 e 8 horas foram cancelados. Por conta do fechamento, das 39 partidas previstas, 19 foram canceladas, mas a Empresa Brasileira de Infra-Estrutura Aeroportuária (Infraero) não contabilizava atrasos superiores a uma hora, mas quase nenhum vôo saia no horário programado do aeroporto. Com o fechamento de Congonhas e a interdição da pista principal, que está fechada desde a terça-feira, 17, por conta do acidente com o vôo 3054 da TAM, algumas empresas transferiram vôos para o Aeroporto Internacional de São Paulo (Cumbica), em Guarulhos. A TAM cancelou 68 vôos previstos para esta terça em Congonhas e transferiu outros 22 para Cumbica. A Ocean Air e a BRA também resolveram transferir todos os pousos e decolagens para Cumbica. Depois de uma segunda-feira caótica, quando 38,1% dos vôos atrasaram em todo o País, a terça-feira deve ser mais um dia de longas filas nos aeroportos por conta dos problemas em Congonhas. Na manhã desta terça, no Aeroporto Internacional de São Paulo (Cumbica), em Guarulhos, as filas do check-in já estavam grandes e o movimento no saguão principal era muito intenso. Nenhuma partida ou chegada internacional, segundo os painéis da Infraero, estavam fora do horário, o que não ocorria com os vôos domésticos. Os aeroportos do Rio de Janeiro operavam por instrumentos, por volta das 8h30 desta terça-feira, 24, devido à chuva que cobria a cidade. No Aeroporto Tom Jobim, foram registrados atrasos em 14 chegadas e quatro foram canceladas até as 9h30. As partidas com atrasos somavam cinco, sem nenhum cancelamento. Já no Santos Dumont, de onde sai a ponte aérea Rio-São Paulo, uma chegada apresentou alteração de horário e dez foram canceladas, todas vindas de São Paulo. Treze vôos que deveriam partir do aeroporto foram cancelados e apenas dois registraram atrasos de horário. Por conta do deslizamento da cabeceira da pista principal de Congonhas, justificado pela quebra da canaleta que ajuda no escoamento da água da chuva, segundo a Infraero, uma pista da Avenida Washington Luís continuava interditada na manhã desta terça. A pista auxiliar, que dá acesso à Avenida dos Bandeirantes foi fechada devido à grande quantidade de lama que deslizou na noite de segunda-feira.
15;"As piores enchentes dos últimos 60 anos no Reino Unido deixaram milhares de britânicos desabrigados, sem abastecimento de água ou sem energia elétrica. O país sofre com as chuvas que caem desde junho. Na sexta-feira, choveu 12 centímetros em algumas regiões, e há previsão de mais tempestades hoje. O ministro do Ambiente, Hilary Benn, afirmou que a emergência está ""longe de acabar, e mais inundações são prováveis"". Benn disse que oito alertas de enchentes severas já foram dados. ""Cerca de 10 mil casas já estão ou podem ser inundadas."" O rio Severn, o maior do país, está cinco metros acima do nível normal de verão. O degelo da neve também influi no aumento do nível dos rios. ""Nunca vimos enchentes dessa altura"", afirmou um porta-voz da Agência Ambiental. O nível máximo de inundação no Reino Unido foi registrado em 1947. Cerca de 350 mil britânicos do sudoeste do país podem ficar sem abastecimento de água devido à ameaça de mais transbordamento dos rios Severn e Tâmisa."
16;Como esperado, a atleta Fabiana Murer conquistou a medalha de ouro - a 29.ª brasileira - no salto com vara nos Jogos Pan-Americanos do Rio, nesta segunda-feira, no Estádio João Havelange. De quebra, esta conquista iguala o número de medalhas de ouro faturadas em Santo Domingo (2003), quando o Brasil também somou 29. Este recorde deve ser quebrado nesta edição dos Jogos. Murer - vice-campeã da Copa do Mundo de 2006 - conquistou o lugar mais alto do pódio com a marca de 4m60, contra 4m40 da norte-americana April Steiner, que ficou com a prata. Já o bronze pertence à cubana Yarisley Silva, com a marca de 4,30 m. Já a outra brasileira que participou da prova, Joana Costa, não subiu ao pódio, uma vez que não alcançou a marca da cubana. A atleta de Campinas começou a prova na marca de 4,30 m, e seu salto foi perfeito, dando-lhe ânimo inclusive para mandar beijinhos para os torcedores. O bom salto da brasileira colocou pressão sobre a norte-americana, que falhou em sua primeira tentativa no salto de 4,40 m. Melhor para Fabiana Murer, que alcançou tal marcar em seu primeiro salto, levantando o público. A atleta norte-americana provou que a disputa seria acirrada, já que bateu a marca de 4,40 m, mesmo com as vaias da torcida local. Fabiana Murer, no entanto, não parecia incomodada, mas errou sua primeira tentativa de alcançar 4,50 m, o erro não se repetiu e a brasileira chegou a tal marca na segunda tentativa, quebrando o recorde pan-americano, garantindo o ouro. Sem competição, Murer continuou em busca da quebra do seu próprio recorde, e, em sua terceira tentativa, conseguiu alcançar 4,60 m. Sua melhor marca é de 4,66 m.
17;"Como em 2004, Argentina e Brasil fizeram a final da Copa América. Como em 2004, a Argentina fez melhor campanha e chegou como favorita. De novo o Brasil era criticado. De novo o Brasil acabou campeão. Na 42ª edição do torneio mais antigo de futebol ainda realizado, a primeira na Venezuela e uma das mais influenciadas pela política local, do presidente Hugo Chávez, a seleção brasileira repetiu o que fizera três anos atrás e abocanhou seu oitavo título da competição continental. Fez mais. Com um time menos badalado e diante de uma Argentina com seus principais jogadores aplicou um 3 a 0 --em 2004, o título veio somente na disputa de pênaltis. Esta é a primeira conquista de Dunga como técnico profissional. E sem as duas principais estrelas do futebol brasileiro atualmente. Kaká e Ronaldinho pediram dispensa da Copa América alegando cansaço. O primeiro título da nova ""era Dunga"" foi em cima justamente do adversário que fez a expressão ser cunhada, logo após o 1 a 0 para a Argentina na Copa-90, que eliminou o Brasil. Primeira conquista do treinador, mas não primeira vitória sobre os argentinos. Dunga já comandara um outro 3 a 0 no confronto mais tradicional da América, num amistoso em Londres que marcava justamente a estréia do técnico Alfio Basile à frente da seleção argentina, que ontem perdeu a chance de vencer sua terceira Copa América -ele fora o treinador nas últimas duas conquistas de seu país no torneio, em 1991 e 1993. Ironicamente, a façanha brasileira veio sem que Dunga tivesse seu esquema com três volantes. Sem Gilberto Silva, suspenso, o treinador optou por começar a partida com Elano. Quando o ex-santista se machucou, ele não colocou Fernando, o volante que tinha no banco. Improvisou o lateral Daniel Alves no meio-campo. Calçada por uma campanha bem superior à do Brasil na Copa América, a Argentina, só com vitórias e com o melhor ataque do torneio (16 gols), chegou à decisão como favorita. Mas isso não impediu que a seleção brasileira saísse na frente. Logo aos 4min, um lançamento longo de Elano achou Júlio Baptista, que dominou e chutou cruzado: 1 a 0 Brasil. Em desvantagem no placar, os argentinos ficaram com a bola e pressionaram. Mas a trave e Doni não deixaram que o empate ocorresse. Ao Brasil restavam os contragolpes. E assim chegou ao segundo gol. Aos 40min, Daniel Alves, o lateral que entrou como meia, fez jogada de lateral. Entrou pela direita e cruzou rasteiro. Ayala antecipou Vágner Love, mas mandou a bola para sua própria rede. No segundo tempo, a pressão argentina aumentou. Mas o espaço para os contra-ataques também. Foi quando a dupla de volantes Josué e Mineiro, escalada durante a competição, apareceu mais. Com desarmes na intermediária, os ex-são paulinos eram quem iniciavam as arrancadas para o campo adversário, desguarnecido de defensores. Foi assim que o Brasil matou o jogo."
18;"O furacão Dean mudou de rumo e não atingiu em cheio as ilhas Cayman nesta segunda-feira, e continua a avançar em direção à península de Yucatán, no México, depois de causar fortes chuvas e ventos na Jamaica e no Caribe, onde forçou a saída de milhares de turistas. Horas antes, havia forte receio de que Dean, um furacão de categoria 4 descrito por meteorologistas do Centro Nacional de Furacões (NHC, na sigla em inglês), com sede em Miami, atingisse em cheio as ilhas a uma velocidade de 240 km/h. Após causar fortes ventos e chuvas na Jamaica, furacão Dean segue para o México ""Seja lá em que Deus vocês acreditam, é hora de abaixar as cabeças e rezar para ele"", disse o coordenador das equipes de retirada, Zemrie Thompson, às pessoas levadas para abrigos. O centro de Dean passou cerca de 160 km ao sul das ilhas Cayman, causando ventos de até 92 km/h. O furacão matou ao menos nove pessoas em sua passagem pelas ilhas do Caribe. Na manhã desta segunda-feira, o centro de Dean estava localizado 615 km ao leste de Belize (México) e se movia para oeste a 33 km/h. O furacão pode chegar à categoria 5 --a mais alta na escala Saffir-Simpson--, causando ventos de até 249 km/h na noite desta segunda-feira. Stuart Jack, governador das ilhas Cayman, que são território britânico, informou que os turistas foram retirados, mas cerca de 1.500 permaneceram na região. Cerca de 2.200 pessoas foram levadas para cerca de 19 abrigos estabelecidos nas ilhas. De acordo com NHC, o primeiro furacão da temporada do Atlântico deve causar ventos de até 260 km/h antes de atingir o México nesta terça-feira. O Estado americano do Texas também pode ser atingido, segundo o centro de previsões. A Península de Yucatán se prepara ""para o pior"", e o Estado de Quintana Roo declarou alerta laranja, que significa ""perigo iminente"". O aeroporto do principal resort mexicano, Cancún, estava lotado de passageiros que tentavam deixar a região na manhã de hoje. A companhia petrolífera estatal do México suspendeu os trabalhos de extração no golfo do Campeche, que fica na rota do furacão. Policiais mexicanos chegam a Cancún para reforçar segurança devido ao furacão Dean No Texas, moradores começaram ontem a tomar precauções para a passagem do furacão Dean. A população de Brownsville foi alertada por autoridades a deixar a área próxima da fronteira com o México. Várias áreas do Estado ainda se recuperam após a passagem da tempestade tropical Erin na semana passada, que também atingiu o Estado de Oklahoma, inundando centenas de casas e deixando milhares sem eletricidade. O presidente dos EUA, George W. Bush, decretou estado de emergência preventiva no Texas, permitindo que equipamentos federais e mantimentos sejam enviados, de acordo com o porta-voz da Casa Branca, Gordon Johndroe. O governador Rick Perry havia pedido a declaração a Bush na manhã de sábado (18)."
19;Depois de sete anos sem jogar no Maracanã, o Brasil chegou a ser vaiado pelo torcedor, mas deslanchou no fim e goleou o Equador por 5 a 0, nesta quarta-feira, pela segunda rodada das eliminatórias sul-americanas para a Copa do Mundo-2010. Atuar no estádio mais famoso do país com a camisa brasileira era novidade para a maioria dos atletas. Dos 22 convocados por Dunga, só Ronaldinho já tinha jogado no Maracanã com a seleção. Também fazia bastante tempo que a seleção não disputava uma partida no Brasil. O último jogo havia sido em outubro de 2005, na vitória por 3 a 0 sobre a Venezuela, em Belém, ainda pelo torneio classificatório para o Mundial da Alemanha. Na partida contra o Equador, o time comandado pelo técnico Dunga também precisava apagar a imagem deixada após o empate sem gols com a Colômbia, em Bogotá, na estréia nas eliminatórias. No primeiro tempo o Brasil foi superior. A equipe tocava a bola no meio-campo, mas não atacava com muito perigo. No momento em que algumas vaias foram ouvidas no Maracanã, a equipe passou a jogar melhor. Após um zagueiro equatoriano se atrapalhar, o ligeiro centroavante Vágner Love roubou a bola e chutou na trave, aos 15min. Não demorou muito para Love acertar a meta. Aos 19min, Maicon arrancou pelo lado direito do ataque e cruzou. Livre de marcação, o atacante --após seis partidas sem marcar gols pela equipe-- tocou a bola para o fundo das redes e quebrou o jejum. Mesmo com o gol, o Brasil não conseguiu brilhar. Robinho, Ronaldinho e Kaká se esforçaram, mas não criaram muitas jogadas. Na etapa final, o treinador equatoriano colocou o centroavante Tenorio no lugar do meio-campista Quiróz. A substituição tornou o time mais ofensivo, porém os meias brasileiros tiveram mais espaços para criar. Aos 12min, em cobrança de falta, o Equador quase empatou a partida. Castillo bateu forte, mas a bola passou por cima do gol. Sete minutos depois, Brasil respondeu. Love recebeu outro cruzamento de Maicon, mas cabeceou para fora. No minuto seguinte, o centroavante em um bonito chute quase fez o segundo gol. Depois dos dois lances, a seleção brasileira passou a tocar a bola no meio-campo e as vaias voltaram mais fortes. Novamente, os jogadores escutaram, foram ao ataque e ampliaram a vantagem. Aos 27min, Kaká arrancou e chutou de fora da área. A bola desviou em Ronaldinho e enganou o goleiro. Aos 32min, Kaká tentou de novo. De fora da área, ele chutou. Desta vez, a bola não desviou em ninguém e entrou no ângulo. Mesmo com a decisão de Dunga de trocar Love pelo meio-campista Elano, a equipe não perdeu o poder ofensivo. Robinho pedalou, driblou o zagueiro e chutou para o meio da área. No rebote, Elano fez o quarto gol, aos 38min. Novamente, Kaká chutou de fora da área.
20;A seleção brasileira masculina de vôlei mostrou, mais uma vez, sua superioridade na modalidade. O time de Bernardinho derrotou a Rússia por 3 sets a 1, parciais de 18/25, 25/23, 28/26 e 25/22, em Katowice (Polônia), e alcançou seu sétimo título da Liga Mundial. O título reforça ainda mais a superioridade da equipe nacional. Foi a quinta conquista seguida nesta competição. Sua última derrota em finais da Liga Mundial, aliás, ocorreu em 2002, coincidentemente para a Rússia. Antes, o Brasil tinha vencido em 2001 e 1993. Com esse triunfo, o Brasil se aproxima da Itália, ainda a maior vencedora de Ligas Mundiais --soma oito conquistas. Em 2007, a seleção nacional teve uma campanha quase irretocável na competição. Foram 17 vitórias em 18 partidas. Seu único revés foi diante da Bulgária, na estréia da fase final da competição. A era Bernardinho, aliás, é a mais vitoriosa do time masculino de vôlei. Entre outras conquistas, a seleção nacional soma dois títulos do Campeonato Mundial, uma medalha de ouro nos Jogos Olímpicos de Atenas-04 e a Copa do Mundo do Japão, em 2003. Seu próximo objetivo é os Jogos Pan-Americanos do Rio. A equipe terá pouco tempo para comemorar seu mais novo feito. Dia 23 de julho, os comandados de Bernardinho farão sua estréia no Pan do Rio diante do Canadá, no ginásio do Maracanãzinho. Em Santo Domingo-03, a equipe nacional falhou e terminou em terceiro lugar.
21;"Os advogados de mais de 500 pessoas que se dizem vítimas de abusos sexuais cometidos por padres e religiosos católicos no Estado da Califórnia anunciaram, na noite de sábado, ter feito um acordo de US$ 660 milhões (R$ 1,227 bilhão) com a Arquidiocese de Los Angeles para encerrar os processos movidos contra ela. ""Tudo foi resolvido"", afirmou Raymond Boucher, advogado de 242 vítimas. ""Estou feliz que tenha acabado"", comentou o advogado da igreja, Michael Hennigan. Se aprovado pela Justiça, será o maior valor pago por uma diocese desde que veio à tona nos EUA pela primeira vez um escândalo de pedofilia, em Boston, em 2002. O arcebispo de Los Angeles, Roger Mahony, foi a público desculpar-se: ""Mais uma vez, eu peço perdão a todos que foram ofendidos, abusados. Nunca deveria ter acontecido, e não vai acontecer novamente"". Hoje, começa o primeiro julgamento relativo ao caso, e mais de uma dúzia estão marcados para os próximos seis meses. Tratam de acusações contra o padre Clinton Hagenbach, morto em 1987. O acerto divulgado evita que Mahony seja chamado a depor e explicar se a igreja tinha conhecimento dos abusos -cometidos entre as décadas de 40 e 90-, porém exige que documentos e arquivos sejam revelados. Muitos dos padres são acusados por diversas vítimas, pois eram transferidos de paróquia pelos seus superiores ao surgirem acusações. Tratamento psicológico era recomendado, pois acreditava-se que os religiosos pudessem se recuperar. A grande maioria dos processos referentes a acusações de abuso sexual acabou em acordos, os quais já custaram à Igreja Católica mais de US$ 1,5 bilhão nos EUA. Os montantes devem ser desembolsado pelas próprias dioceses, sem a ajuda do Vaticano. Desde 2002, mais de mil pessoas deram entrada em processos contra a Igreja Católica por abusos sexuais na Califórnia e, nos últimos anos, a arquidiocese de Los Angeles já pagou US$ 114 milhões a 86 vítimas. Segundo o cardeal Mahony, agora será preciso vender propriedades para conseguir bancar o acordo -e o valor poderia ser ainda maior se os processos fossem até o fim. Cada vítima contemplada pelo acerto deve receber mais de US$ 1 milhão, mas discute-se o quanto o dinheiro vai reparar o sofrimento dos que, quando criança, sofreram abusos. ""Realmente, não há como voltar atrás e devolver a inocência que lhes foi roubada"", lamentou Mahony, acrescentando que, nos últimos meses, encontrou-se com muitas vítimas, o que o ajudou a compreender a importância de dar uma solução rápida aos processos. ""Entendemos que há pessoas necessitando desesperadamente de cuidados médicos, terapia"", disse Mary Grant, uma das vítimas na Califórnia e diretora regional da Rede de Sobreviventes aos Abusos de Padres. ""Elas podem não ter condições de enfrentar um julgamento. Mas, por outro lado, há muitos que realmente gostariam de ter seu dia no tribunal."" Para o presidente da organização, David Clohessy, os sobreviventes que conseguiram acordo devem se sentir orgulhosos."
22;Se a eleição fosse hoje, o presidente Luiz Inácio Lula da Silva, candidato à reeleição, teria 44% das intenções de voto, contra 25% do tucano Geraldo Alckmin, de acordo com a pesquisa CNI/Ibope divulgada nesta sexta-feira. Heloísa Helena, candidata à Presidência pelo PSOL, aparece em terceiro, com 11% das intenções de voto, seguida por Cristovam Buarque (PDT) e Luciano Bivar (PSL), ambos com 1%. José Maria Eymael, do PSDC, e Rui Pimenta, do PCO, não chegaram a obter 1% das intenções de voto. Considerando apenas os votos válidos, Lula venceria as eleições de outubro ainda no primeiro turno. Não é possível fazer uma comparação entre a pesquisa divulgada hoje e a anterior, porque esta é a primeira CNI/Ibope com a lista oficial dos candidatos do TSE (Tribunal Superior Eleitoral) à sucessão presidencial. A pesquisa de hoje apresentou uma variação na lista espontânea (quando os entrevistados dizem em quem pretendem votar sem um cartão com nomes). Neste cenário, Lula sobe de 27% para 31% e Alckmin passa de 4% para 14%, Heloísa também cresce, de 1% para 6%. De acordo com a CNI/Ibope, num possível segundo turno, Lula perderia 10 pontos de vantagem para Alckmin. Em junho, o presidente tinha 53% das intenções de voto contra 29% do tucano. Agora, Lula teria 50%, contra 36% de Alckmin. Num eventual segundo turno com Heloísa Helena, a vantagem de Lula também cairia, de acordo com a pesquisa de hoje. O presidente teria 53% das intenções de voto contra 30% de Heloísa. Em junho, Lula tinha 57% e Heloísa 21%. A pesquisa ouviu 2.002 pessoas entre os dias 29 e 31 de julho, em 142 municípios do país. A margem de erro é de dois pontos percentuais, para mais ou para menos. Na comparação com a pesquisa Ibope divulgada há nove dias, Lula permaneceu estável em 44% e Alckmin oscilou dois pontos percentuais, de 27% para 25%. Já Heloísa subiu três pontos, de 8% para 11%. Num eventual segundo turno e na comparação com a pesquisa Ibope do dia 25, Lula oscila de 48% para 50%, enquanto Alckmin cai de 39% para 36%. Uma possível disputa entre Lula e Heloísa num segundo turno não foi cogitada pelo Ibope nesse levantamento do dia 25. Os números da última pesquisa Datafolha são semelhantes aos divulgados nesta sexta-feira. Na pesquisa, divulgada no último dia 19 pela Folha, Lula aparece com 44% das intenções de voto e Alckmin, com 28%. A candidata do PSOL à Presidência vem em terceiro, com 10%.
23;O banco Itaú registrou lucro líquido de R$ 4,016 bilhões no primeiro semestre deste ano. O resultado é 35,7% superior ao número apurado na primeira metade do ano passado e reflete ganhos não-recorrentes, sendo o principal a venda da participação do banco na empresa de verificação de crédito Serasa. O resultado do Itaú supera o lucro semestral anunciado pelo rival Bradesco (R$ 4,007 bilhões), anunciado ontem, e que também teve impacto de ganhos extraordinários no período. Com o lucro anunciado hoje, o Itaú passa a ser o banco privado de capital aberto que mais lucrou em um primeiro semestre em pelo menos 20 anos. Segundo a consultoria Economática, até ontem a posição era ocupada pelo Bradesco. O maior lucro no primeiro semestre dos últimos 20 anos pertence ao Banco do Brasil, que em 2006 informou R$ 4,032 bilhões --o BB ainda não divulgou os números de 2007. No segundo trimestre, o lucro do Itaú foi de R$ 2,115 bilhões, acréscimo de 41% sobre o resultado para o mesmo período em 2006. O Itaú calculou um lucro recorrente --sem o efeito dos ganhos extraordinários-- de R$ 1,919 bilhão no período, um incremento de 0,9% sobre o primeiro trimestre deste ano e de quase 30% sobre o segundo trimestre do ano passado. As operações de crédito do banco totalizaram R$ 104,82 bilhões em junho, um crescimento de 40% sobre o resultado para o mesmo período no passado. A carteira de empréstimos para pessoa física somou R$ 45,03 bilhões, um salto de 32,9% sobre o primeiro semestre do ano passado. A alta foi puxada por financiamentos de carros, que cresceram 60%. Na carteira de empresas, o saldo foi R$ 46,88 bilhões, um acréscimo de 32,4% sobre o ano passado. Os créditos voltados para grandes empresas totalizaram R$ 25,63 bilhões, um aumento de 16% sobre junho de 2005. A carteira de crédito voltada para micro, pequenas e médias empresas totalizou R$ 21,25 bilhões, num salto de 59,7% sobre o ano passado no mesmo período.
24;A ginasta Jade Barbosa, que obteve três medalhas nos Jogos Pan-Americanos do Rio, em julho, venceu votação na internet e será a representante brasileira no revezamento da tocha olímpica para Pequim-2008. A tocha passará por vinte países, mas o Brasil não estará no percurso olímpico. Por isso, Jade participará do evento em Buenos Aires, na Argentina, única cidade da América do Sul a receber o símbolo dos Jogos. O revezamento terminará em 8 de agosto, primeiro dia das Olimpíadas de Pequim.
25;Os chefes da usina nuclear do Japão atingida por terremotos na última segunda-feira admitiram que ocorreram mais vazamentos radioativos no local. Além do vazamento de água contendo material radioativo, gases radioativos também escaparam da usina nuclear de Kashiwazaki, segundo informou a BBC. De acordo com a agência de notícias japonesa Kyodo News, 100 barris de lixo nuclear com resíduo de baixo nível tombaram durante o terremoto e foram encontrados sem a tampa nesta terça-feira, 17. Segundo Masahide Ichikawa, um funcionário da província de Niigata, uma inspeção para comprovar danos na usina nuclear descobriu que cerca de 100 tambores para a armazenagem de resíduos tóxicos de baixa intensidade tinham sido danificados. A empresa afirma que qualquer vazamento tem poucas chances de causar danos ao meio ambiente. A central permanece fechada desde a última segunda, quando houve um terremoto de 6,8 graus de magnitude a poucos quilômetros da instalação. A Companhia de Energia Elétrica de Tóquio afirmou que o terremoto foi mais forte do que a usina de Kashiwazaki, uma das maiores do mundo, foi planejada para agüentar. Além disso, o vazamento na usina de Kashiwazaki alimenta novos temores a respeito da segurança das usinas nucleares do Japão, cujos reatores respondem por 30% da demanda energética do país. Na segunda, o terremoto causou um pequeno incêndio em um transformador em uma unidade da companhia, que foi rapidamente controlado. Ainda não se sabe quando a empresa poderá retomar o funcionamento de três geradores. O terremoto deixou até o momento nove mortos, todos idosos, mais de mil feridos e cerca de 13 mil desabrigados, assim como grandes danos materiais. Além disso, várias regiões afetadas continuam sem água corrente e sem eletricidade. A previsão de dois dias de chuva na área aumenta os temores de novos deslizamentos de terra, que agravariam a devastação. Casas desabaram, muitas delas de madeira e com tradicionais telhados de tijolos pesados, e estradas apresentaram rachaduras devido ao tremor de segunda-feira, cujo epicentro foi na mesma área do noroeste japonês onde há três anos um terremoto matou cerca de 65 pessoas. Nesta terça, o ministro da Defesa enviou 450 soldados para as áreas devastadas. Niigata foi atingida em outubro de 2004 por um tremor também de magnitude 6,8, que deixou mais de 3 mil feridos. Aquele foi o terremoto mais devastador no Japão, um dos países mais propensos a terremotos no mundo, desde o de Kobe, com magnitude 7,3, que matou mais de 6.400 pessoas em 1995.
