Token	POS-Tag	OOV	Id	Index	Documento
Marca	PROPN	1	1	18	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
e	CCONJ	0	1	19	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
me	PRON	0	1	20	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
impressionei	VERB	1	1	21	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
com	ADP	0	1	22	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
a	DET	0	1	23	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
qualidade	NOUN	0	1	24	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
do	ADP	0	1	25	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
tecido	NOUN	0	1	26	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
.	PUNCT	0	1	27	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
A	DET	0	1	28	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
entrega	NOUN	0	1	29	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
foi	AUX	0	1	30	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
exatamente	ADV	0	1	31	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
como	SCONJ	0	1	32	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
o	DET	0	1	33	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
prometido	NOUN	1	1	34	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
,	PUNCT	0	1	35	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
dentro	ADV	0	1	36	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
do	ADP	0	1	37	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
prazo	NOUN	0	1	38	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
.	PUNCT	0	1	39	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
Parabéns	NOUN	1	1	40	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
ao	ADP	0	1	41	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
Lojista	PROPN	1	1	42	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
.	PUNCT	0	1	43	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
Breve	NOUN	1	1	44	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
retornarei	VERB	1	1	45	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
realizar	VERB	0	1	46	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
pedidos	NOUN	0	1	47	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
desse	ADP	0	1	48	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
produto	NOUN	0	1	49	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
.	PUNCT	0	1	50	Bom dia pessoal , Produto muito bom , sou bem chato na compra de cuecas , comprei essa Marca e me impressionei com a qualidade do tecido . A entrega foi exatamente como o prometido , dentro do prazo . Parabéns ao Lojista . Breve retornarei realizar pedidos desse produto .
Muito	ADV	0	2	0	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
bom	ADJ	0	2	1	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
,	PUNCT	0	2	2	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
simples	ADJ	0	2	3	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
mas	CCONJ	0	2	4	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
da	ADP	0	2	5	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
conta	NOUN	0	2	6	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
do	ADP	0	2	7	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
recado	NOUN	1	2	8	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
gela	VERB	1	2	9	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
bem	ADV	0	2	10	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
parece	VERB	0	2	11	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
ser	AUX	0	2	12	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
frágil	ADJ	0	2	13	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
mas	CCONJ	0	2	14	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
depois	ADV	0	2	15	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
que	SCONJ	0	2	16	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
coloca	VERB	0	2	17	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
em	ADP	0	2	18	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
funcionamento	NOUN	0	2	19	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
fa	ADJ	0	2	20	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
para	SCONJ	0	2	21	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
ver	VERB	0	2	22	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
que	SCONJ	0	2	23	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
foi	AUX	0	2	24	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
uma	DET	0	2	25	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
otima	ADJ	1	2	26	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
compra	NOUN	0	2	27	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
.	PUNCT	0	2	28	Muito bom , simples mas da conta do recado gela bem parece ser frágil mas depois que coloca em funcionamento fa para ver que foi uma otima compra .
Adquiri	VERB	1	3	0	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
o	DET	0	3	1	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
produto	NOUN	0	3	2	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
pelos	ADP	0	3	3	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
diferentes	DET	0	3	4	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
níveis	NOUN	0	3	5	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
e	CCONJ	0	3	6	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
tipos	NOUN	0	3	7	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
de	ADP	0	3	8	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
lavagem	NOUN	0	3	9	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
disponíveis	ADJ	0	3	10	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
.	PUNCT	0	3	11	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
Todos	PRON	0	3	12	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
funcionam	VERB	0	3	13	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
perfeitamente	ADV	0	3	14	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
,	PUNCT	0	3	15	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
inclusive	ADV	0	3	16	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
para	SCONJ	0	3	17	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
lavar	VERB	1	3	18	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
roupas	NOUN	0	3	19	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
delicadas	VERB	1	3	20	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
de	ADP	0	3	21	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
bebê	NOUN	0	3	22	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
.	PUNCT	0	3	23	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
Optei	VERB	1	3	24	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
pela	ADP	0	3	25	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
marca	NOUN	0	3	26	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
Brastemp	PROPN	1	3	27	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
pois	SCONJ	0	3	28	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
já	ADV	0	3	29	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
possuía	VERB	0	3	30	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
uma	DET	0	3	31	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
outra	DET	0	3	32	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
máquina	NOUN	0	3	33	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
dessa	ADP	0	3	34	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
marca	NOUN	0	3	35	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
há	VERB	0	3	36	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
mais	ADV	0	3	37	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
de	ADP	0	3	38	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
10	NUM	0	3	39	Adquiri o produto pelos diferentes níveis e tipos de lavagem disponíveis . Todos funcionam perfeitamente , inclusive para lavar roupas delicadas de bebê . Optei pela marca Brastemp pois já possuía uma outra máquina dessa marca há mais de 10 anos e nunca apresentou problemas .
